1478627760000,793.96,794.25,793.9134,794,1764
1478627820000,794.39,794.5,794.11,794.16,912
1478627880000,794.89,794.95,794.42,794.42,3320
1478627940000,794.84,795.633,794.84,794.96,7036
1478628000000,795.0947,795.0947,795.0947,795.0947,100
1478628060000,795.25,795.34,794.74,795.34,4104
1478628120000,794.43,795.08,794.43,794.88,3000
1478628180000,794.36,794.469,793.76,794.17,2148
1478628240000,794.25,794.34,793.93,794.32,3601
1478628300000,794.255,794.53,794.04,794.31,1900
1478628360000,794.31,794.59,794.2076,794.427,3431
1478628420000,794.07,794.29,794.07,794.11,1520
1478628480000,794.34,794.34,794,794.23,2400
1478628540000,793.925,794.155,793.65,793.97,1700
1478628600000,792.3501,793.34,792.3501,793.34,3492
1478628660000,793.2995,793.2995,792.605,792.87,4000
1478628720000,793.2568,793.42,793.11,793.206,2500
1478628780000,792.51,792.895,792.33,792.7225,18675
1478628840000,792.5,792.66,792.5,792.5,400
1478628900000,792.345,792.68,792.32,792.68,1401
1478628960000,792.16,792.16,792,792.07,1276
1478629020000,791.81,792,791.56,792,3200
1478629080000,791.94,792.26,791.57,791.77,3277
1478629140000,791.57,791.59,791.55,791.59,800
1478629200000,791.88,792,791.51,791.51,800
1478629260000,791.98,791.98,791.52,791.87,1900
1478629320000,791.9945,792.12,791.785,791.99,2266
1478629380000,791.95,791.96,791.69,791.96,1349
1478629440000,791.58,791.65,791.42,791.56,1820
1478629500000,791.94,791.94,791.39,791.39,1540
1478629560000,792.45,792.45,791.96,791.96,1600
1478629620000,792.12,792.15,792.12,792.15,300
1478629680000,792.842,792.842,792.1038,792.39,1200
1478629740000,792.735,793,792.6924,792.7254,1000
1478629800000,793.48,793.48,792.8,792.859,4172
1478629860000,792.84,793.29,792.84,793.11,1635
1478629920000,792.84,792.84,792.83,792.83,400
1478629980000,793.64,793.64,792.76,792.76,1372
1478630040000,794.01,794.27,793.34,793.54,4944
1478630160000,793.92,794.23,793.75,793.75,6118
1478630220000,793.538,793.66,793.27,793.66,645
1478630280000,793.26,793.26,793.23,793.24,300
1478630340000,793.69,793.86,793.57,793.57,1806
1478630400000,793.12,793.469,792.92,793.469,3700
1478630460000,793.11,793.5999,793,793,8298
1478630520000,793.37,793.58,793.09,793.14,2933
1478630640000,793,793.63,793,793.27,1520
1478630700000,793.058,793.082,793.02,793.082,300
1478630760000,793.22,793.22,792.8565,793.06,407
1478630820000,792.908,793.16,792.7,792.7,300
1478630880000,792.54,793.15,792.54,792.74,1000
1478630940000,792.5476,792.93,792.36,792.58,800
1478631000000,792.615,792.82,792.36,792.82,925
1478631060000,792.345,792.61,792.09,792.36,4041
1478631120000,793,793,792.08,792.345,2207
1478631180000,792.79,793.13,792.79,793,913
1478631240000,793.21,793.35,793.21,793.35,200
1478631300000,792.29,792.79,792.27,792.79,400
1478631360000,792.38,792.4254,792.25,792.26,825
